committee,seqId,daon,decentruth,seenfeed,deepthought
2.864240801s,1056,2.311140686s,8.556052304s,6.148953275s,535.8277367151835s
2.493207111s,1057,3.118559217s,9.722863601s,6.727471924s,530.6818490421315s
2.482069209s,1058,2.491115646s,9.935498637s,5.996528588s,615.6202093182864s
2.679384476s,1059,2.682569777s,9.432086504s,7.191423391s,671.7577924731818s
3.109414537s,1060,2.640956494s,9.986275067s,6.910016167s,541.784844378744s
2.749155491s,1061,2.452012258s,8.962786177s,6.123566015s,556.3832574455467s
2.322279067s,1062,3.081360468s,9.19454026s,6.677400151s,628.8626837122179s
2.397054312s,1063,2.75296225s,8.368177467s,6.280349366s,669.761340345534s
2.435903487s,1064,2.980521403s,9.624787088s,5.833985626s,673.1970162981331s
2.717957939s,1065,2.732110232s,8.898258692s,6.565751172s,534.1465140597988s
2.717727851s,1066,3.238592177s,9.112572801s,6.218600621s,641.5584518907827s
2.898205319s,1067,2.954171041s,9.282766293s,5.96895229s,650.4566382302305s
2.726922645s,1068,2.559440216s,8.917099633s,6.597740921s,610.6274726445746s
2.558872976s,1069,3.1379683s,9.193371516s,7.241476972s,538.0635217218246s
2.19277886s,1070,2.814173882s,8.501526447s,6.831317453s,666.6627819778644s
2.909283589s,1071,2.316897366s,10.027954765s,6.61697346s,656.6144706212032s
2.446799709s,1072,2.598330675s,8.617842529s,6.588915894s,542.0335798257948s
2.706822898s,1073,2.680319187s,9.634504433s,6.426363229s,603.5708366483607s
2.622298194s,1074,3.010287617s,9.032627971s,6.947867258s,583.4986982207379s
2.789627415s,1075,2.260183099s,9.080440382s,6.338749427s,654.9410187513618s
2.917203168s,1076,2.662718142s,8.243401109s,6.249400771s,530.3698046853333s
3.190301545s,1077,2.406092261s,9.145274334s,6.501852069s,556.868191113919s
2.816723147s,1078,2.547121906s,8.925450101s,5.422970844s,676.6856154716043s
2.218447534s,1079,2.613039838s,9.20336041s,6.753198456s,626.4605919002895s
3.237257771s,1080,3.082805731s,7.940394161s,6.363148254s,527.9109980907608s
2.775406816s,1081,2.252449214s,8.639100376s,6.251943248s,643.5460854213409s
2.745754967s,1082,2.309621099s,7.75922702s,6.635074848s,543.6344954396827s
2.870014472s,1083,2.65757582s,8.561604526s,5.726860236s,631.9396909212295s
2.623921366s,1084,2.895745741s,9.040263795s,6.246402879s,524.0905379970286s
2.861907s,1085,2.769405231s,8.920750534s,6.113563927s,649.1239034391244s
2.8957057s,1086,2.683075072s,9.815656624s,6.325871475s,558.1950593239266s
2.627221742s,1087,2.739450106s,8.190017023s,6.466867325s,631.5927798966999s
2.664693467s,1088,2.281126856s,10.003973099s,6.68080174s,549.0622470088273s
2.894328844s,1089,2.853701554s,9.185040699s,6.87960954s,563.663430272509s
2.661761868s,1090,2.640034429s,8.799744919s,5.704747379s,637.6718990010838s
2.693054414s,1091,3.088100424s,9.654420883s,5.765995708s,501.11700641124304s
2.555645783s,1092,2.873446509s,8.512523912s,6.4864772s,598.3527978066058s
2.535199771s,1093,3.226365972s,9.235026847s,6.757161406s,634.0398055363664s
2.565678954s,1094,3.055555347s,8.570272699s,6.120412191s,602.8651708331603s
2.669572449s,1095,3.031008764s,8.844601173s,6.282355389s,506.1752186436883s
2.916264819s,1096,2.962091179s,8.047772691s,6.185686093s,655.7586337472765s
2.712925238s,1097,2.813127619s,8.560180546s,6.721688326s,594.4680280317515s
2.396837578s,1098,2.589047696s,8.58602922s,6.335525377s,638.8738169099443s
3.099029233s,1099,2.190617473s,9.216891355s,6.809805683s,571.3711179178615s
2.635014347s,1100,2.696324627s,8.791402211s,6.74276334s,669.6121825633993s
2.606436947s,1101,2.83368313s,8.896980295s,7.064075748s,665.4345991909755s
2.440378123s,1102,2.800141773s,9.536445439s,6.226955797s,625.3090208913927s
2.580194435s,1103,2.258602853s,9.890607432s,6.086545428s,524.8294372324176s
2.546635508s,1104,2.828061934s,8.512255723s,7.112036062s,561.2649275330218s
2.854098878s,1105,2.967877991s,10.09321108s,6.404155538s,519.4704893029152s
3.168279464s,1106,2.231279881s,8.643151069s,5.818499069s,510.40875415076624s
2.937133822s,1107,2.725065089s,8.70003922s,6.554855965s,634.7602287767229s
2.813470112s,1108,3.01973693s,9.548749396s,6.015482187s,658.5035062413566s
2.648589402s,1109,2.573558266s,9.493389937s,6.619528866s,505.1395894847494s
2.766936001s,1110,2.524571253s,9.63751727s,6.360298864s,670.0405907001856s
2.424588315s,1111,2.571418135s,9.989216019s,6.340685997s,526.3646535953222s
2.381013796s,1112,3.002122438s,8.335699426s,6.792362796s,650.6715625244142s
2.556313633s,1113,2.778902327s,8.983000328s,6.976853192s,509.8687323983355s
2.779918255s,1114,2.657644693s,9.493624989s,6.090539014s,671.6562914306744s
2.414669325s,1115,2.670788798s,8.524145125s,6.17220973s,640.4129903208582s
2.957826064s,1116,2.64529s,9.821935101s,6.581164569s,633.5667432625416s
2.662972798s,1117,2.40434882s,9.063717732s,6.280445493s,658.5397238935859s
2.918046115s,1118,3.105217873s,8.938492856s,6.375722027s,626.7092796145628s
2.893021809s,1119,2.527939651s,9.506704311s,6.847477496s,661.8138146817171s
2.294327125s,1120,2.75912065s,9.017267969s,6.133613613s,504.1396935873524s
2.722083002s,1121,2.704180021s,10.384647225s,5.754789558s,504.68971506603424s
2.408830452s,1122,2.665558105s,9.106918217s,5.635210692s,655.8312375839158s
2.606763873s,1123,2.6655289s,8.636762217s,6.607446357s,520.2531575290691s
2.358997313s,1124,2.53710435s,9.640842917s,6.069169474s,632.6103509951879s
2.727622037s,1125,2.577480939s,9.173897629s,6.141367128s,633.8620717551323s
2.867459172s,1126,2.391396489s,9.45854827s,6.641881562s,521.1543322622822s
2.739890514s,1127,2.553948297s,9.454071991s,7.070449225s,679.6037801584423s
2.234373802s,1128,2.625441908s,9.960248018s,6.89965032s,599.5006894093299s
2.993545765s,1129,2.342181031s,8.69541931s,6.524369473s,678.2541885121069s
3.083721114s,1130,2.473015658s,7.910815157s,6.216521074s,580.494505694415s
2.846467083s,1131,3.18035156s,9.410869016s,6.192458558s,527.332281949213s
2.957885289s,1132,3.120500074s,10.236757652s,6.775301592s,571.7815614419521s
2.699641123s,1133,3.055041997s,8.548459161s,5.911550983s,583.9096707608307s
2.28382686s,1134,2.865344013s,8.846465094s,5.881673295s,546.1172984033599s
2.683003046s,1135,2.292219742s,7.928652389s,6.258143123s,572.4046033253103s
2.60519806s,1136,2.7607484s,9.049906057s,6.428304396s,640.184551415895s
2.924763992s,1137,2.354906738s,9.22193141s,6.203634072s,607.2470968157692s
2.166087415s,1138,2.685404284s,8.523443705s,6.708602269s,576.9752842807443s
2.292885934s,1139,2.709586819s,9.302432451s,6.747578436s,619.6836733534008s
2.925800638s,1140,2.711737795s,9.433356966s,6.227115256s,621.3499329462785s
2.143928935s,1141,2.847013412s,8.613158315s,7.133353506s,607.618897465358s
2.625816015s,1142,2.842614727s,7.900390562s,6.471754029s,653.086859723662s
2.814302654s,1143,2.373629049s,9.950889113s,6.134293918s,638.6665378036943s
2.617607871s,1144,2.685195595s,9.722038103s,7.066612325s,602.9103441642121s
3.050300954s,1145,2.359121525s,8.672568961s,6.671638783s,638.3792859602576s
2.935394868s,1146,2.78384023s,7.582749889s,6.276624825s,528.918045003477s
2.71769559s,1147,2.940070256s,8.648146193s,6.221213466s,651.4448868675393s
2.391673326s,1148,2.77731909s,9.606082994s,6.014467277s,586.5396014208628s
2.475456614s,1149,2.692952256s,8.460489196s,6.809098642s,573.0765848790481s
2.811820279s,1150,3.014276742s,9.136825379s,6.415022673s,558.8933205762429s
2.274971596s,1151,2.801994545s,9.3837229s,6.999068761s,618.8223315711939s
2.957891122s,1152,2.63848308s,8.826759351s,6.263372048s,537.8815153070979s
2.301112045s,1153,2.491947228s,9.226540269s,6.672087985s,662.5073042038659s
2.720600523s,1154,2.622579009s,9.980069065s,6.11075917s,675.5192407112511s
2.814290677s,1155,2.798683572s,8.154763774s,6.483361881s,549.167940942149s
2.67087083s,1156,2.504014159s,8.800967736s,6.000253901s,664.1938710436918s
2.722101171s,1157,2.175354322s,9.683808596s,6.334459105s,566.3309478082003s
2.594551791s,1158,2.76182576s,9.521266366s,5.57336358s,677.27695677467s
2.639388803s,1159,2.515194608s,8.933176959s,6.154552275s,647.9696478992704s
2.607517594s,1160,2.725637071s,9.258536605s,6.433752081s,515.3729082011396s
2.179183919s,1161,2.562919005s,8.97136848s,6.166890357s,622.4525034928099s
2.754554237s,1162,2.388996197s,9.82267732s,6.163611974s,522.0390008252082s
2.736247206s,1163,3.016540852s,8.866276931s,5.64259919s,605.4185177969199s
2.550063928s,1164,2.380159134s,9.358021991s,6.363337974s,664.9143489841658s
2.537880537s,1165,2.916640833s,9.223723289s,5.965330783s,654.069711119889s
2.77577414s,1166,2.564043344s,9.863716809s,5.827879843s,655.2000873529091s
2.778996448s,1167,3.003247206s,8.684524367s,5.744746375s,617.4564941479249s
2.622329416s,1168,2.107175336s,8.388543384s,6.02252096s,642.8589726895157s
2.844000691s,1169,2.48915452s,8.613410226s,6.613864831s,588.5285154921526s
2.56031579s,1170,2.775761279s,10.138709957s,6.333150952s,571.824308608709s
2.883063145s,1171,2.747075521s,10.742418202s,6.376247851s,571.4651370867331s
2.586750327s,1172,2.458393862s,9.025755442s,6.44630945s,620.1644494346623s
2.728940452s,1173,2.389545585s,9.37567258s,6.194942333s,647.2783401560308s
2.784377731s,1174,2.252573625s,8.515851087s,6.38270641s,521.4558389537985s
3.223581912s,1175,2.375994729s,8.71329641s,5.72745034s,628.2644053208829s
2.352798689s,1176,2.921682793s,9.203590191s,6.384857771s,616.2375492923164s
2.381068581s,1177,2.388472484s,9.619502198s,6.203906093s,513.8408711595969s
2.088696507s,1178,2.586224772s,9.518349414s,6.511082637s,571.2759892434287s
2.636334793s,1179,2.437526671s,9.65074909s,6.915848493s,672.294376472649s
2.320579487s,1180,2.373647462s,10.089553689s,6.58979458s,507.1478970096713s
2.444450407s,1181,2.316330916s,8.898935099s,6.254777971s,601.0604108270326s
2.702123135s,1182,2.575387603s,8.950912406s,7.006376399s,587.9823169845483s
2.226442873s,1183,2.734732285s,8.538143208s,6.781630172s,593.8447933877129s
2.675621205s,1184,3.019796828s,8.330421512s,5.696989848s,572.1637821660539s
2.401127043s,1185,2.59897313s,8.762054627s,6.005862933s,627.2088264114398s
2.894822271s,1186,2.633232699s,8.631637873s,6.778239388s,516.0159100903791s
2.697954317s,1187,2.67013212s,8.900104418s,6.112983012s,510.47612741707337s
2.703548284s,1188,2.988880577s,9.149508076s,6.452968411s,518.6337654364265s
2.448971776s,1189,3.065613461s,9.374035919s,6.689548468s,579.8424146968205s
2.747613762s,1190,2.502350511s,10.743275822s,6.039255437s,662.9649147993148s
2.502321938s,1191,2.174358219s,9.192474622s,6.125389513s,614.080385961623s
2.665553627s,1192,2.156483479s,8.144981779s,6.599180155s,505.8811662057422s
2.717795075s,1193,2.59180348s,9.346221004s,6.060319802s,656.5444645779845s
2.309551365s,1194,2.615358615s,7.676315082s,6.343781457s,614.4814486217356s
2.574866103s,1195,2.835151483s,8.240907737s,6.490569168s,647.885464632437s
2.394808943s,1196,2.48923232s,9.394306748s,6.709749137s,666.2582073117871s
2.624646115s,1197,2.285481918s,8.781076609s,6.391163921s,589.252825539387s
2.560328975s,1198,2.685032964s,8.652583955s,6.025309864s,632.6828713598545s
2.895111989s,1199,2.994161641s,9.340707793s,6.205927234s,590.4816802582798s
2.941061911s,1200,2.92198625s,8.808536146s,5.785735854s,545.0562932621991s
2.339581946s,1201,2.338751716s,8.512439597s,5.923023081s,532.4454415356929s
2.703743035s,1202,3.046910687s,9.07806127s,6.543066236s,676.6809998743278s
2.653122803s,1203,2.968811011s,8.67914914s,7.188507167s,501.8751240978025s
2.391975403s,1204,2.173506763s,9.26678444s,6.468857378s,641.2810486660806s
2.392949473s,1205,2.967737194s,8.937842196s,5.739773186s,617.9505339017957s
2.492184036s,1206,2.893447752s,10.291162452s,6.04002752s,638.0758089099278s
2.642824439s,1207,2.461967816s,8.846906085s,6.133744947s,535.7432459550486s
2.543377588s,1208,2.361096155s,8.615858365s,6.44324573s,541.466415287407s
2.862283861s,1209,2.672758877s,9.210258028s,6.811691955s,500.18740664467765s
2.737642828s,1210,2.604817306s,10.54318566s,7.175151438s,617.7104865793035s
2.598696727s,1211,2.895140931s,9.308218311s,5.56534033s,622.1660656893799s
3.000555625s,1212,2.577252786s,9.659950937s,6.089872318s,566.2487481230803s
3.272116101s,1213,2.526647739s,8.396754939s,6.442091062s,577.0529900262059s
3.137193452s,1214,2.958968821s,9.264816579s,6.187857737s,583.8789439276651s
2.920810705s,1215,2.901740691s,8.392241477s,6.626175935s,531.338102568739s
2.86810689s,1216,2.36853388s,8.707726247s,6.197898835s,650.0842505933422s
2.684595823s,1217,2.784058686s,8.196420105s,6.418618343s,597.2161434498694s
2.682622874s,1218,2.495460599s,9.836040358s,5.982144884s,593.1049603877855s
2.229721271s,1219,2.431134679s,8.458968945s,6.221498729s,667.9234892115015s
2.784188448s,1220,2.710396975s,8.863942756s,5.911785888s,550.5073924869821s
2.48989125s,1221,2.863585655s,8.637274903s,6.614462533s,565.4295107588978s
2.615875943s,1222,2.720576083s,8.50835589s,6.439961192s,672.6414822089345s
2.523940808s,1223,2.629346174s,8.768809165s,6.912963813s,629.8794898386573s
2.609218803s,1224,2.630453791s,9.074804791s,6.717623959s,547.6054516792135s
2.652206485s,1225,2.766899036s,8.164676178s,6.018134624s,546.5008080567429s
3.129528313s,1226,2.325970611s,8.660059489s,6.328973569s,673.0993533486566s
2.971163752s,1227,2.545154335s,8.59216167s,6.4599891s,593.4439716862158s
2.853572149s,1228,2.556302942s,10.06066831s,6.229467561s,625.9725354943264s
2.704874317s,1229,2.744730916s,10.318026915s,7.153614692s,562.4993698407416s
2.578142786s,1230,3.047428991s,9.727647237s,6.421722772s,606.7900258534323s
2.546782879s,1231,3.055010312s,9.043040234s,6.647128261s,516.5721853429657s
2.58142308s,1232,2.89383609s,9.035385992s,6.743361955s,670.3422876254787s
2.582822585s,1233,2.694138486s,9.702828272s,7.109078726s,510.8994306073081s
2.777471736s,1234,2.759529206s,9.275259524s,6.737844422s,583.4245601852866s
2.594218799s,1235,2.301127292s,9.09733302s,6.404224335s,534.8913348456382s
2.72154507s,1236,2.750664076s,8.759353823s,6.646055047s,527.210294330817s
2.684636527s,1237,2.585215637s,9.01112677s,6.9175924s,550.3605371973331s
2.304114975s,1238,2.767172511s,8.270703144s,5.858886433s,679.9647865423432s
2.20199876s,1239,2.990315396s,9.605212367s,6.637290377s,528.9052822971853s
3.085140533s,1240,2.646522655s,9.166964989s,6.654841601s,611.957702519219s
2.647290155s,1241,2.559556943s,8.494381236s,6.154902885s,674.9068378589277s
2.79347551s,1242,2.238999079s,7.852259851s,6.654445835s,576.9711373568031s
2.694896462s,1243,2.49554001s,8.386177305s,6.723972382s,639.0594303642005s
2.152541321s,1244,2.576068489s,8.664558625s,5.535154183s,553.4630416185875s
2.659704335s,1245,2.835789567s,7.937284312s,5.961834286s,535.2915188362914s
2.664268185s,1246,2.844614334s,8.552336142s,6.55067514s,678.0293491869809s
2.476614652s,1247,2.287289091s,10.250245417s,6.284479362s,559.0205910854821s
2.437213958s,1248,2.406000528s,9.299975256s,6.578471152s,533.7466203334162s
2.226313715s,1249,2.221321143s,9.849763626s,6.088579054s,531.0302970948171s
2.884106033s,1250,2.492205404s,9.596434344s,6.43963941s,650.7950022088139s
3.111182706s,1251,2.927760565s,9.792740793s,5.664621961s,604.6415604579447s
2.448193459s,1252,2.879072138s,7.564614831s,7.064004793s,562.3351076534433s
2.536728389s,1253,2.825691518s,8.959848679s,6.576698247s,595.3263997160673s
2.735038801s,1254,2.829021372s,9.091261905s,6.483254703s,638.9639920315692s
2.550288417s,1255,2.956717922s,7.90991313s,6.924924181s,547.1777473516282s
2.795379575s,1256,2.593393296s,9.083477762s,6.190723651s,653.0183987668356s
2.934825618s,1257,2.771540878s,8.762227993s,6.516465998s,503.03073009921854s
2.273097744s,1258,2.568510109s,9.122557427s,6.095270818s,514.9247718598822s
2.403732542s,1259,3.385020158s,8.254906489s,6.57027194s,656.531544130655s
2.442687951s,1260,2.722832652s,9.048288826s,5.72550344s,576.5552360440278s
2.380823687s,1261,2.941815364s,9.556921135s,6.218771931s,613.2221551698041s
3.010769056s,1262,2.765875332s,9.071956622s,6.91120228s,531.3576368489962s
2.778530731s,1263,2.439048707s,9.389841895s,5.799953472s,582.949294092395s
2.490232416s,1264,2.949543768s,9.377629671s,6.997911388s,562.3332635809068s
2.434089982s,1265,2.568577269s,9.999437956s,7.134907604s,513.5236163343582s
2.401371856s,1266,2.480223053s,9.613397121s,6.400184933s,664.1278097867895s
3.125876375s,1267,2.386397235s,8.762311232s,6.594030493s,595.3613251442646s
2.966435535s,1268,2.366615125s,8.864930048s,6.122572593s,659.1736897871654s
3.155044067s,1269,3.019095635s,9.663442745s,6.412175327s,527.235209554656s
2.135981319s,1270,2.200419792s,9.327861393s,6.031733215s,560.9850173506744s
2.582800298s,1271,2.697378424s,9.686413538s,6.998368526s,544.6969733856047s
2.857196134s,1272,2.745405213s,9.07026154s,5.923068858s,673.2075664749937s
2.523238183s,1273,2.491611607s,9.377677086s,6.525754099s,575.8198870761174s
2.51628798s,1274,2.736672692s,9.227561284s,6.524675622s,617.9105698659237s
2.300882897s,1275,2.618976766s,8.475282468s,6.361706567s,560.6522920013879s
2.273475057s,1276,2.958226879s,9.411341195s,6.365010864s,553.8411858298725s
2.742897082s,1277,2.377070574s,8.527053838s,6.386003419s,594.3500840325871s
2.611825905s,1278,2.891810768s,9.942835262s,6.859388837s,650.7359692581402s
2.8260905s,1279,3.12479271s,8.643910951s,6.30221939s,610.6571270401189s
2.775364567s,1280,2.418760666s,9.081425291s,6.744247987s,567.5376190000762s
2.220856188s,1281,2.717910242s,9.560160716s,6.399411161s,619.6916671627439s
2.216562496s,1282,2.602001494s,8.521988714s,5.959504439s,678.602391941712s
2.436125698s,1283,2.926328556s,8.262499678s,6.65988682s,628.4327073076003s
2.748712246s,1284,2.276869634s,8.798247478s,6.142858742s,603.9060086028383s
2.774191899s,1285,2.889530549s,8.097468615s,6.187899276s,628.0476004585114s
2.42043057s,1286,2.891895968s,8.61231671s,6.15710932s,516.8914862077975s
2.157217419s,1287,2.825117383s,8.992288888s,6.535705817s,650.6758560082245s
2.601349038s,1288,2.753192465s,7.58088071s,6.252477169s,512.7505030149658s
2.857658016s,1289,2.540113939s,8.757742332s,6.567752342s,544.6283230135494s
2.426035073s,1290,2.709067561s,8.496538036s,6.306066452s,677.8794858204478s
3.006334879s,1291,3.188806s,9.399045662s,6.631526175s,667.7171539694015s
2.467221706s,1292,2.483397755s,9.790752266s,7.071835067s,618.9174154892356s
2.504945229s,1293,2.664366339s,8.166727861s,6.750542284s,597.1552961383624s
3.006118051s,1294,3.096044355s,9.344510634s,6.341995775s,569.3966809454492s
2.830688941s,1295,2.458777543s,9.543817384s,6.843430412s,537.4526012863975s
2.599131739s,1296,2.728711937s,9.237300209s,6.73842654s,589.454890594203s
2.93166268s,1297,2.925818255s,9.810625721s,6.347375328s,601.916863095375s
2.974986798s,1298,2.627679397s,9.611327036s,6.243806797s,583.1749539002819s
2.921406938s,1299,2.787560399s,10.20260233s,6.713800453s,573.811971507363s
2.828959583s,1300,2.695765521s,9.345676045s,6.802394433s,659.9790499221308s
2.241245341s,1301,2.75291476s,9.402971621s,6.048681986s,605.0070705022426s
2.239982193s,1302,2.598933586s,8.875089837s,6.39882873s,656.4121736149068s
2.549451009s,1303,2.853747407s,8.444841108s,6.846382607s,665.8726616622034s
2.784660808s,1304,2.568936525s,8.969332564s,7.009006908s,668.1106507769837s
2.679206487s,1305,2.679521882s,8.575818646s,5.815090803s,530.5674998942826s
2.519977545s,1306,2.681851501s,8.725798715s,6.332630666s,575.6895963205651s
2.549439218s,1307,2.627898755s,9.302049599s,6.617533331s,564.7732014879184s
2.186994153s,1308,2.640155601s,9.411899288s,6.631721294s,656.0265852257407s
2.274839426s,1309,2.862909337s,9.198942539s,6.618577278s,557.478435316517s
2.684506403s,1310,2.677335617s,8.913824562s,6.441011323s,525.7909701562542s
2.782269173s,1311,2.733235135s,9.325301484s,6.455405173s,564.9183806962885s
2.590366869s,1312,2.685145594s,9.444617691s,6.13866905s,628.8791125037988s
2.529018978s,1313,2.424297082s,9.434652518s,6.106210061s,590.8922538278842s
2.873939815s,1314,2.578823305s,9.946288068s,6.69470073s,665.4588580944911s
2.646965103s,1315,2.183685773s,8.227215798s,6.530806224s,660.7401885940794s
2.578067048s,1316,2.829682482s,9.307278281s,5.868971817s,525.2650863294969s
2.454343139s,1317,2.890908525s,9.412643362s,5.79164677s,580.2525796009046s
2.559045883s,1318,2.763166116s,9.746697103s,6.580955006s,609.8025682745981s
3.115359241s,1319,2.815104934s,9.147201145s,6.256347077s,530.4268808593604s
2.464967759s,1320,2.902223204s,8.582610243s,5.972519508s,595.4066819795896s
2.800241532s,1321,2.352233243s,9.817404549s,6.136171012s,659.9362725125446s
2.682763894s,1322,2.482063855s,9.545218782s,5.873694875s,600.1014285811832s
3.090156389s,1323,2.2011707s,8.024987325s,6.445788356s,515.4142332808932s
2.590402806s,1324,2.243703544s,8.368401153s,5.968943795s,628.9029957217451s
2.654141457s,1325,2.851039568s,9.600074677s,6.601113344s,503.00373007260094s
2.719919371s,1326,2.297551289s,9.147364672s,6.624073233s,560.8024507725326s
2.675157521s,1327,2.663665377s,9.425855966s,6.489085407s,669.5127742667041s
2.688109119s,1328,2.829885469s,8.316742297s,6.814232002s,628.1159675059905s
3.020771065s,1329,2.568007716s,8.998683112s,6.805244488s,585.0920824853383s
3.125537536s,1330,2.764171015s,8.665508112s,5.783388823s,611.6668179389243s
2.558608745s,1331,2.623098202s,9.822627326s,7.061740118s,641.966001894636s
2.63351216s,1332,2.778354847s,9.513645455s,6.026225166s,678.2862633578179s
2.477240196s,1333,2.804085061s,9.360799625s,6.74650279s,618.7140506215106s
2.834323635s,1334,2.636370864s,9.214963842s,6.69083084s,503.05558552675654s
2.841755661s,1335,2.841101822s,9.172133047s,6.430270759s,620.4194086114749s
2.732923258s,1336,2.585652355s,10.039636622s,6.85823596s,583.4656941157049s
2.497280749s,1337,2.704318848s,8.763004352s,6.22205394s,675.0597492330046s
2.386851637s,1338,2.199426125s,9.492504342s,6.725814075s,623.3771418049091s
2.506600789s,1339,2.409151537s,9.747151755s,6.550255588s,532.7003115897817s
2.712357122s,1340,2.7872809s,9.593605553s,6.657846677s,582.3367842938593s
2.561045687s,1341,2.478446053s,10.006626124s,6.233312267s,516.8164312064669s
2.925021967s,1342,2.414710193s,8.906044087s,6.819153606s,599.783396059004s
2.36584686s,1343,2.57497676s,8.304286038s,6.504875746s,611.0981706074941s
2.590399303s,1344,2.7434359s,9.473282442s,6.624154972s,663.5745193995082s
2.384606219s,1345,2.667599405s,8.835539199s,6.523601659s,675.7125509642387s
2.582365393s,1346,2.81644198s,9.237419469s,6.640661697s,511.95690151114735s
2.738549845s,1347,2.562821382s,8.387744739s,6.166445397s,598.8309347541646s
2.77360187s,1348,2.903890075s,9.009904125s,6.225563332s,519.2831022638826s
2.612586128s,1349,3.292930247s,8.640829288s,6.74865904s,590.7904973942967s
2.766391431s,1350,3.142499112s,9.976811198s,6.324331536s,663.6639689966088s
2.622866316s,1351,2.322039497s,9.350087611s,6.227148415s,620.6963367030693s
2.590364684s,1352,2.907717708s,8.466142776s,6.574073962s,635.515358488819s
2.833523921s,1353,2.427358072s,8.653007972s,6.704678122s,518.3445903156573s
2.634932499s,1354,2.659660658s,9.072357186s,5.903335868s,582.4098506733997s
2.581766923s,1355,2.154375317s,9.705054439s,6.781348536s,583.191622209413s
2.754290828s,1356,2.712705313s,9.805783968s,6.701332263s,591.3383874853423s
2.259916339s,1357,2.575208293s,8.610236625s,5.510362682s,571.8358458990537s
2.651460375s,1358,2.686768752s,9.083386074s,6.989904174s,531.7954405313686s
2.738641718s,1359,2.452657796s,8.285645396s,6.489069002s,524.905913570526s
2.47926871s,1360,2.31091524s,8.622289903s,5.563947216s,563.9793192111235s
3.06024871s,1361,2.743337572s,9.00423871s,6.332957128s,657.6272625867556s
3.014816294s,1362,3.060420955s,8.729940227s,6.074967857s,605.4019000878218s
2.64219154s,1363,2.722239115s,9.778993848s,7.038901918s,618.4283545597907s
2.728011677s,1364,2.335111461s,8.22230552s,6.814963462s,567.4988152047661s
2.719046483s,1365,2.322830784s,9.984875742s,5.892199781s,652.5868754786623s
2.832895828s,1366,2.910434076s,9.781219176s,6.540598886s,620.7113758504063s
2.610412983s,1367,2.158699148s,9.330387219s,5.634771788s,564.5703231936953s
2.20351698s,1368,2.863015189s,7.965224877s,6.082012034s,534.5987841872854s
2.414781384s,1369,2.516585246s,8.994290514s,7.015502532s,600.0963821065332s
2.233893033s,1370,2.955705296s,8.962315916s,6.231488229s,588.7587426146767s
2.322685288s,1371,2.93323163s,9.327520978s,6.058711082s,615.6027929924869s
2.611341669s,1372,2.693409789s,8.626552648s,5.866056115s,624.0736779023529s
2.656672603s,1373,2.713353482s,8.241656011s,6.572897271s,634.2127785405673s
2.8680969s,1374,2.566259447s,9.232610833s,6.935184419s,605.358712032371s
2.811593109s,1375,2.245289313s,8.040900888s,6.199590146s,540.644592098462s
2.63241782s,1376,2.407761815s,9.725357248s,6.172084707s,559.2061678504676s
2.891709735s,1377,2.676839268s,9.754376336s,6.458092615s,641.554902046133s
2.435662678s,1378,3.093013182s,9.993269238s,6.241033986s,580.0149040740323s
2.629251961s,1379,2.778666143s,9.435345488s,6.348873352s,506.2102397614551s
2.422247807s,1380,2.26566016s,9.679960141s,6.497714276s,500.03689979169474s
2.404780012s,1381,2.772444191s,9.430320037s,6.928587926s,543.4154426917617s
2.610958854s,1382,2.719095632s,9.726450737s,7.165569467s,515.6030118373839s
2.385114189s,1383,2.572687481s,8.623547232s,6.262018677s,601.8006445419857s
2.68589774s,1384,2.866354533s,8.784977817s,6.25870208s,513.6072581998843s
2.540225027s,1385,2.906186787s,9.28411749s,6.110328274s,527.474820217365s
2.309099726s,1386,2.328723693s,10.02411469s,5.823609399s,655.8980096312808s
2.768456744s,1387,2.667221257s,9.364944601s,5.704814967s,663.4173756656296s
2.800316432s,1388,2.369806142s,8.789580567s,6.974375366s,556.0412743648064s
2.946905576s,1389,2.516844377s,9.439130432s,6.852322154s,598.1048252723486s
2.341320428s,1390,2.558236485s,9.071074315s,7.039710112s,524.2737469529998s
2.811567471s,1391,2.503052764s,9.687937871s,6.242641628s,583.5207465455046s
2.792634003s,1392,2.674085866s,8.339048339s,6.474833663s,509.6024877030491s
2.697927176s,1393,2.199810375s,8.547431815s,6.460642226s,670.8538517994841s
3.174478907s,1394,2.127073614s,9.78391894s,5.673979013s,617.3092642567909s
2.55636372s,1395,2.428792994s,9.518668207s,6.171079412s,652.4563130746294s
2.214539405s,1396,2.566765941s,9.299880508s,6.229448874s,550.9287635610639s
2.435174384s,1397,2.98161666s,9.685722872s,6.280918361s,662.6085951765403s
2.537494041s,1398,2.324890496s,8.596475648s,6.799970676s,657.3503946071029s
3.038294976s,1399,2.268552931s,8.626384348s,6.936131215s,504.825771913842s
2.330077688s,1400,2.608003298s,9.077106576s,5.682716688s,502.234307741092s
2.87318667s,1401,2.666311103s,8.820138026s,6.502136601s,572.2411799565592s
2.47384349s,1402,2.612312728s,9.532344554s,5.951358117s,595.8621332187437s
2.452821365s,1403,2.732157821s,8.752362956s,6.54988842s,596.9798785447276s
2.710321362s,1404,2.56007715s,8.874302984s,7.044925392s,577.068952348019s
2.570328293s,1405,2.828931447s,9.004304298s,6.357030915s,536.3027944982308s
